# schema: astropy-2.0
# kmin kmax kavg power N_modes
0.5403539364174444 0.5434955290710343 0.5419414874004537 32.29205 48450
0.5434955290710343 0.5466371217246241 0.5451047358218002 32.05971 46176
0.5466371217246241 0.5497787143782138 0.5482205019010665 31.847012 48302
0.5497787143782138 0.5529203070318036 0.5513487669687477 31.406923 47364
0.5529203070318036 0.5560618996853934 0.5544881126684769 31.090225 49910
0.5560618996853934 0.5592034923389833 0.5575959068660207 30.358238 47608
0.5592034923389833 0.562345084992573 0.5607505195833565 30.611258 52082
0.562345084992573 0.5654866776461628 0.5639204156248034 29.870642 49560
0.5654866776461628 0.5686282702997526 0.5670817936372566 30.115078 53030
0.5686282702997526 0.5717698629533424 0.5702291456829286 29.90382 50052
0.5717698629533424 0.5749114556069321 0.5733689286105994 29.450848 53718
0.5749114556069321 0.578053048260522 0.5764924644750757 29.067148 51020
0.578053048260522 0.5811946409141118 0.5796259135269806 28.869719 55326
0.5811946409141118 0.5843362335677016 0.5828016005156986 28.659657 52984
0.5843362335677016 0.5874778262212913 0.5859349194680337 28.107437 55562
0.5874778262212913 0.5906194188748811 0.5890480440618551 28.0217 53480
0.5906194188748811 0.5937610115284709 0.59218381302357 27.50186 57246
0.5937610115284709 0.5969026041820608 0.5953301750685585 27.433304 54972
0.5969026041820608 0.6000441968356505 0.5984360627112976 26.745646 57350
0.6000441968356505 0.6031857894892403 0.6015762631588794 26.684055 57216
0.6031857894892403 0.6063273821428301 0.6047257957680847 26.53851 58674
0.6063273821428301 0.6094689747964199 0.607852664454013 26.465399 57968
0.6094689747964199 0.6126105674500097 0.6110097049337343 26.232763 60798
0.6126105674500097 0.6157521601035995 0.6141580729292347 25.785614 58836
0.6157521601035995 0.6188937527571893 0.6173450338778494 25.473494 63462
0.6188937527571893 0.6220353454107791 0.6204939000780851 25.36507 58972
0.6220353454107791 0.6251769380643689 0.6236049602447937 25.139278 63118
0.6251769380643689 0.6283185307179586 0.6267422028252524 25.149597 60816
0.6283185307179586 0.6314601233715484 0.6298854863829598 25.018272 64994
0.6314601233715484 0.6346017160251383 0.6330141683431681 24.512781 61736
0.6346017160251383 0.6377433086787281 0.6361622591586473 24.371155 66454
0.6377433086787281 0.6408849013323178 0.6393222564276735 24.173494 63540
0.6408849013323178 0.6440264939859076 0.6424631569310046 23.54191 67454
0.6440264939859076 0.6471680866394974 0.645598644237591 23.737423 64248
0.6471680866394974 0.6503096792930873 0.6487524368336167 23.265478 69474
0.6503096792930873 0.653451271946677 0.6518937375812446 23.171347 65360
0.653451271946677 0.6565928646002668 0.6549865783576795 23.205246 68526
0.6565928646002668 0.6597344572538566 0.6581409168017791 22.69786 68884
0.6597344572538566 0.6628760499074464 0.6613237198824452 22.624746 71654
0.6628760499074464 0.6660176425610361 0.6644536934759097 22.417685 67832
0.6660176425610361 0.669159235214626 0.6675867262350854 22.126652 72762
0.669159235214626 0.6723008278682158 0.6707256446081229 22.342234 69512
0.6723008278682158 0.6754424205218056 0.6738551088562776 21.989376 74082
0.6754424205218056 0.6785840131753954 0.6770163852447377 21.603718 72176
0.6785840131753954 0.6817256058289851 0.6801574181120746 21.573475 74134
0.6817256058289851 0.6848671984825749 0.6832642502351638 21.401525 72252
0.6848671984825749 0.6880087911361648 0.6864335180681321 21.12378 78398
0.6880087911361648 0.6911503837897546 0.6896035386558723 20.980227 73488
0.6911503837897546 0.6942919764433443 0.6927445184275006 20.880098 78426
0.6942919764433443 0.6974335690969341 0.6958470966827008 20.605133 73464
0.6974335690969341 0.7005751617505239 0.6989635121817144 20.60893 79934
0.7005751617505239 0.7037167544041137 0.7021310106197555 20.373034 77436
0.7037167544041137 0.7068583470577035 0.7052709129465128 20.466003 80430
0.7068583470577035 0.7099999397112933 0.7084030354530655 20.241854 78160
0.7099999397112933 0.7131415323648831 0.7115553924016994 19.895735 82498
0.7131415323648831 0.7162831250184729 0.7147155008000781 19.819698 80248
0.7162831250184729 0.7194247176720626 0.7178654016204465 19.545977 83854
0.7194247176720626 0.7225663103256524 0.721005656591974 19.374819 80612
0.7225663103256524 0.7257079029792423 0.7241249186749454 19.159958 84382
0.7257079029792423 0.7288494956328321 0.7272677843358154 19.131077 83524
0.7288494956328321 0.7319910882864218 0.7304234522456676 18.935884 86326
0.7319910882864218 0.7351326809400116 0.7335622194370301 18.865656 83960
0.7351326809400116 0.7382742735936014 0.7367211224593667 18.603846 89026
0.7382742735936014 0.7414158662471912 0.7398667994738419 18.65971 84704
0.7414158662471912 0.7445574589007811 0.7429896274846998 18.407175 89190
0.7445574589007811 0.7476990515543708 0.7461180546376962 18.038986 86452
0.7476990515543708 0.7508406442079606 0.7492345024949386 17.946629 90326
0.7508406442079606 0.7539822368615504 0.7523701511995581 17.859415 88808
0.7539822368615504 0.7571238295151402 0.7555340018478021 17.801075 92994
0.7571238295151402 0.7602654221687299 0.7586748090943776 17.764175 89704
0.7602654221687299 0.7634070148223198 0.7618223931959627 17.634468 94726
0.7634070148223198 0.7665486074759096 0.7649718294447885 17.579945 91028
0.7665486074759096 0.7696902001294994 0.7681194322965116 17.336794 96214
0.7696902001294994 0.7728317927830891 0.7712478793352737 17.231861 91880
0.7728317927830891 0.7759733854366789 0.7743924400937674 17.103964 98370
0.7759733854366789 0.7791149780902688 0.7775552247151805 16.957912 94408
0.7791149780902688 0.7822565707438586 0.7806825912943705 16.793211 98162
0.7822565707438586 0.7853981633974483 0.7838180905145113 16.740595 96224
0.7853981633974483 0.7885397560510381 0.7869920941491163 16.5694 102030
0.7885397560510381 0.7916813487046279 0.790152196504632 16.453491 97036
0.7916813487046279 0.7948229413582177 0.7932667792398331 16.406261 101038
0.7948229413582177 0.7979645340118074 0.796370419074981 16.178831 97464
0.7979645340118074 0.8011061266653973 0.7995070497255768 16.108204 104586
0.8011061266653973 0.8042477193189871 0.8026540563215309 16.0453 100488
0.8042477193189871 0.8073893119725769 0.8057911740126542 15.951844 105014
0.8073893119725769 0.8105309046261667 0.8089361195507941 15.9039 102444
0.8105309046261667 0.8136724972797564 0.8121009233417091 15.6605015 108222
0.8136724972797564 0.8168140899333463 0.8152421339154738 15.593896 102864
0.8168140899333463 0.8199556825869361 0.8183870327960516 15.489527 109562
0.8199556825869361 0.8230972752405259 0.8215358015319478 15.328943 104704
0.8230972752405259 0.8262388678941156 0.8246498414189065 15.255609 109214
0.8262388678941156 0.8293804605477054 0.8277834403619242 15.083429 107652
0.8293804605477054 0.8325220532012952 0.8309569526192103 15.045265 113342
0.8325220532012952 0.8356636458548851 0.8341169975486374 15.059674 108564
0.8356636458548851 0.8388052385084748 0.8372436764673957 14.912506 112958
0.8388052385084748 0.8419468311620646 0.8403965590015697 14.76789 111440
0.8419468311620646 0.8450884238156544 0.8435452171168707 14.637117 114874
0.8450884238156544 0.8482300164692442 0.8466607797145398 14.5294075 110944
0.8482300164692442 0.8513716091228339 0.849783568337978 14.584436 116350
0.8513716091228339 0.8545132017764238 0.8529254445101997 14.418834 114068
0.8545132017764238 0.8576547944300136 0.8560695952661954 14.392872 118894
0.8576547944300136 0.8607963870836034 0.8592165065534929 14.27341 115784
0.8607963870836034 0.8639379797371931 0.8623871988940206 14.026516 122034
0.8639379797371931 0.8670795723907829 0.8655225866466689 14.062435 115064
0.8670795723907829 0.8702211650443727 0.8686476284184952 14.003832 123334
0.8702211650443727 0.8733627576979626 0.8718021705766885 13.920975 118460
0.8733627576979626 0.8765043503515524 0.8749291360719471 13.849318 122958
0.8765043503515524 0.8796459430051421 0.8780496676052052 13.713907 120320
0.8796459430051421 0.8827875356587319 0.881200651844442 13.586282 126498
0.8827875356587319 0.8859291283123217 0.8843590949833747 13.431588 122792
0.8859291283123217 0.8890707209659116 0.8874995568219242 13.420334 127114
0.8890707209659116 0.8922123136195013 0.8906231951393071 13.3202915 123480
0.8922123136195013 0.8953539062730911 0.8937875512142611 13.207206 131222
0.8953539062730911 0.8984954989266809 0.8969269362431767 13.250965 123684
0.8984954989266809 0.9016370915802707 0.9000305779135334 13.11169 130734
0.9016370915802707 0.9047786842338604 0.9031880569255513 13.082797 128864
0.9047786842338604 0.9079202768874503 0.906329190294325 12.94078 131490
